,objectId,location,cityId,name,population,createdAt,updatedAt
0,WrTjJLmvV5,"{'__type': 'GeoPoint', 'latitude': 46.91562, 'longitude': 37.09961}",505257,Urzuf,2904,2019-12-14T02:09:22.993Z,2019-12-14T02:09:22.993Z
1,mWzfykE61J,"{'__type': 'GeoPoint', 'latitude': 48.0114, 'longitude': 38.26444}",686818,Zuhres,19121,2019-12-14T02:09:22.994Z,2019-12-14T02:09:22.994Z
2,m6UGcfy7M7,"{'__type': 'GeoPoint', 'latitude': 49.80597, 'longitude': 24.89436}",686896,Zolochiv,22608,2019-12-14T02:09:22.994Z,2019-12-14T02:09:22.994Z
3,RdvzwG5b8J,"{'__type': 'GeoPoint', 'latitude': 49.38468, 'longitude': 24.14254}",618835,Zhydachiv,0,2019-12-14T02:09:22.993Z,2019-12-14T02:09:22.993Z
4,EFYhjj4o0L,"{'__type': 'GeoPoint', 'latitude': 45.69028, 'longitude': 33.52775}",686748,Kovyl’noye,783,2019-12-14T02:09:22.994Z,2019-12-14T02:09:22.994Z
5,ckdJOnvbAn,"{'__type': 'GeoPoint', 'latitude': 48.63013, 'longitude': 37.55259}",616743,Druzhkivka,62315,2019-12-14T02:09:22.993Z,2019-12-14T02:09:22.993Z
6,crxlNUM0gC,"{'__type': 'GeoPoint', 'latitude': 49.66832, 'longitude': 32.04047}",686875,Zolotonosha,27722,2019-12-14T02:09:22.994Z,2019-12-14T02:09:22.994Z
7,YfAQHRDvhz,"{'__type': 'GeoPoint', 'latitude': 50.23154, 'longitude': 24.37701}",616196,Staryy Dobrotvir,6436,2019-12-14T02:09:22.993Z,2019-12-14T02:09:22.993Z
8,xjCvK2ClGL,"{'__type': 'GeoPoint', 'latitude': 49.91978, 'longitude': 23.72913}",686762,Ivano-Frankove,6223,2019-12-14T02:09:22.994Z,2019-12-14T02:09:22.994Z
9,WDZKLDTExW,"{'__type': 'GeoPoint', 'latitude': 47.43694, 'longitude': 35.27417}",686729,Vasylivka,15012,2019-12-14T02:09:22.993Z,2019-12-14T02:09:22.993Z
10,iYbmeG6hgI,"{'__type': 'GeoPoint', 'latitude': 48.41194, 'longitude': 38.62361}",686852,Zoryns’k,7532,2019-12-14T02:09:22.994Z,2019-12-14T02:09:22.994Z
11,Bc4AS0rviV,"{'__type': 'GeoPoint', 'latitude': 50.58518, 'longitude': 34.4849}",613273,Lebedyn,27695,2019-12-14T02:09:22.993Z,2019-12-14T02:09:22.993Z
12,ra3mxi7FYT,"{'__type': 'GeoPoint', 'latitude': 45.38333, 'longitude': 32.53333}",461727,Olenevka,1441,2019-12-14T02:09:22.993Z,2019-12-14T02:09:22.993Z
13,edNUY8eUJM,"{'__type': 'GeoPoint', 'latitude': 45.05418, 'longitude': 34.32152}",686812,Zuya,6230,2019-12-14T02:09:22.994Z,2019-12-14T02:09:22.994Z
14,6dYb9aWGir,"{'__type': 'GeoPoint', 'latitude': 45.23674, 'longitude': 34.64987}",686778,Zybiny,1220,2019-12-14T02:09:22.994Z,2019-12-14T02:09:22.994Z
15,AYa5fPelym,"{'__type': 'GeoPoint', 'latitude': 45.54762, 'longitude': 34.71028}",686850,Zorkino,1099,2019-12-14T02:09:22.994Z,2019-12-14T02:09:22.994Z
16,NQkBqzWugT,"{'__type': 'GeoPoint', 'latitude': 49.07866, 'longitude': 30.96755}",686803,Zvenihorodka,19161,2019-12-14T02:09:22.994Z,2019-12-14T02:09:22.994Z
17,Y9obyi8a5g,"{'__type': 'GeoPoint', 'latitude': 45.12774, 'longitude': 34.99148}",686866,Zolotoye Pole,2543,2019-12-14T02:09:22.994Z,2019-12-14T02:09:22.994Z
18,WjO8FVDuH5,"{'__type': 'GeoPoint', 'latitude': 50.27985, 'longitude': 35.98179}",686895,Zolochiv,11160,2019-12-14T02:09:22.994Z,2019-12-14T02:09:22.994Z
19,LOOuSVLD1W,"{'__type': 'GeoPoint', 'latitude': 48.9095, 'longitude': 25.33926}",686863,Zolotyy Potik,2343,2019-12-14T02:09:22.994Z,2019-12-14T02:09:22.994Z
20,ScS0GPJcid,"{'__type': 'GeoPoint', 'latitude': 48.71278, 'longitude': 32.66472}",686919,Znomenka,28318,2019-12-14T02:09:25.531Z,2019-12-14T02:09:25.531Z
21,ZUs4tqJX8Z,"{'__type': 'GeoPoint', 'latitude': 45.12629, 'longitude': 35.21513}",687005,Zhuravki,2666,2019-12-14T02:09:25.531Z,2019-12-14T02:09:25.531Z
22,PqgKVIvzqM,"{'__type': 'GeoPoint', 'latitude': 48.48521, 'longitude': 31.53906}",686932,Zlynka,4981,2019-12-14T02:09:25.531Z,2019-12-14T02:09:25.531Z
23,aq1Wqhh2Kj,"{'__type': 'GeoPoint', 'latitude': 48.54968, 'longitude': 26.48744}",686970,Zhvanets,1529,2019-12-14T02:09:25.531Z,2019-12-14T02:09:25.531Z
24,W1ZEodFaFL,"{'__type': 'GeoPoint', 'latitude': 49.67453, 'longitude': 36.34775}",686928,Zmiyiv,16095,2019-12-14T02:09:25.531Z,2019-12-14T02:09:25.531Z
25,e8XkRFh6pM,"{'__type': 'GeoPoint', 'latitude': 50.26487, 'longitude': 28.67669}",686967,Zhytomyr,282192,2019-12-14T02:09:25.531Z,2019-12-14T02:09:25.531Z
26,70zYffpCtT,"{'__type': 'GeoPoint', 'latitude': 45.27466, 'longitude': 34.65778}",687190,Zhemchuzhina,971,2019-12-14T02:09:25.531Z,2019-12-14T02:09:25.531Z
27,U0QjDhDCxJ,"{'__type': 'GeoPoint', 'latitude': 44.59583, 'longitude': 34.00921}",687379,Zelyonoye,280,2019-12-14T02:09:25.531Z,2019-12-14T02:09:25.531Z
28,8rLhuUCpjV,"{'__type': 'GeoPoint', 'latitude': 50.50276, 'longitude': 31.78492}",687277,Zgurovka,6369,2019-12-14T02:09:25.531Z,2019-12-14T02:09:25.531Z
29,lkdeVot71S,"{'__type': 'GeoPoint', 'latitude': 50.48108, 'longitude': 32.5949}",687009,Zhuravka,2900,2019-12-14T02:09:25.531Z,2019-12-14T02:09:25.531Z
30,e45DUJAykm,"{'__type': 'GeoPoint', 'latitude': 50.66365, 'longitude': 24.24918}",687065,Blahodatne,4652,2019-12-14T02:09:25.531Z,2019-12-14T02:09:25.531Z
31,kcvArWvhlB,"{'__type': 'GeoPoint', 'latitude': 45.50797, 'longitude': 33.51431}",686963,Zimino,1000,2019-12-14T02:09:25.531Z,2019-12-14T02:09:25.531Z
32,2ZYe5Y1Ijh,"{'__type': 'GeoPoint', 'latitude': 49.24545, 'longitude': 30.1102}",687245,Zhashkiv,15264,2019-12-14T02:09:25.531Z,2019-12-14T02:09:25.531Z
33,GPZsaPO1C5,"{'__type': 'GeoPoint', 'latitude': 50.20806, 'longitude': 34.36376}",687292,Zin’kiv,10393,2019-12-14T02:09:25.531Z,2019-12-14T02:09:25.531Z
34,6YoYuw5NPv,"{'__type': 'GeoPoint', 'latitude': 49.03705, 'longitude': 28.11201}",687116,Zhmerynka,35960,2019-12-14T02:09:25.531Z,2019-12-14T02:09:25.531Z
35,vlxVo164Wb,"{'__type': 'GeoPoint', 'latitude': 50.05825, 'longitude': 23.9726}",687093,Zhovkva,12973,2019-12-14T02:09:25.531Z,2019-12-14T02:09:25.531Z
36,cH1p8VWqYA,"{'__type': 'GeoPoint', 'latitude': 45.32364, 'longitude': 34.48099}",687284,Zernovoye,1023,2019-12-14T02:09:25.531Z,2019-12-14T02:09:25.531Z
37,lWbEfG9UKj,"{'__type': 'GeoPoint', 'latitude': 45.39877, 'longitude': 34.75776}",687191,Zhelyabovka,2669,2019-12-14T02:09:25.531Z,2019-12-14T02:09:25.531Z
38,fcYOsb8x6v,"{'__type': 'GeoPoint', 'latitude': 44.97444, 'longitude': 34.83553}",687301,Zemlyanichnoye,660,2019-12-14T02:09:25.531Z,2019-12-14T02:09:25.531Z
39,wWIZ1BdrnN,"{'__type': 'GeoPoint', 'latitude': 48.34493, 'longitude': 33.50374}",687196,Zhovti Vody,51559,2019-12-14T02:09:25.531Z,2019-12-14T02:09:25.531Z
40,3wPGCDIEdB,"{'__type': 'GeoPoint', 'latitude': 45.01249, 'longitude': 34.46848}",687391,Zelenogorskoye,1877,2019-12-14T02:09:28.002Z,2019-12-14T02:09:28.002Z
41,lk1V6N95Xg,"{'__type': 'GeoPoint', 'latitude': 45.32697, 'longitude': 34.80837}",687516,Zavetnoye,1628,2019-12-14T02:09:28.002Z,2019-12-14T02:09:28.002Z
42,wpLzkE4N37,"{'__type': 'GeoPoint', 'latitude': 48.21354, 'longitude': 30.01558}",687526,Zavallya,5010,2019-12-14T02:09:28.002Z,2019-12-14T02:09:28.002Z
43,WNKdCPXwP5,"{'__type': 'GeoPoint', 'latitude': 45.12305, 'longitude': 36.39965}",687517,Zavetnoye,1175,2019-12-14T02:09:28.002Z,2019-12-14T02:09:28.002Z
44,8CA7WRKXEn,"{'__type': 'GeoPoint', 'latitude': 48.52144, 'longitude': 24.64857}",687645,Zarichchya,3832,2019-12-14T02:09:28.002Z,2019-12-14T02:09:28.002Z
45,kWvIxRkREe,"{'__type': 'GeoPoint', 'latitude': 46.14492, 'longitude': 30.52609}",687556,Karolino-Buhaz,2241,2019-12-14T02:09:28.002Z,2019-12-14T02:09:28.002Z
46,i2pCf1D5XF,"{'__type': 'GeoPoint', 'latitude': 45.86258, 'longitude': 34.3916}",687519,Zavet-Leninskiy,2222,2019-12-14T02:09:28.002Z,2019-12-14T02:09:28.002Z
47,FEmTQVp8Fd,"{'__type': 'GeoPoint', 'latitude': 50.49607, 'longitude': 26.24111}",687433,Zdovbytsya,4858,2019-12-14T02:09:28.002Z,2019-12-14T02:09:28.002Z
48,H4CDWIB9Xv,"{'__type': 'GeoPoint', 'latitude': 50.5206, 'longitude': 26.24251}",687432,Zdolbuniv,23697,2019-12-14T02:09:28.002Z,2019-12-14T02:09:28.002Z
49,ruIoH1kQv4,"{'__type': 'GeoPoint', 'latitude': 49.66484, 'longitude': 25.14097}",687449,Zboriv,7159,2019-12-14T02:09:28.002Z,2019-12-14T02:09:28.002Z
50,HjiHPCqCy5,"{'__type': 'GeoPoint', 'latitude': 47.33351, 'longitude': 29.87327}",687562,Zatyshshya,3900,2019-12-14T02:09:28.002Z,2019-12-14T02:09:28.002Z
51,eaGk5M0Oxf,"{'__type': 'GeoPoint', 'latitude': 46.07251, 'longitude': 30.46538}",687557,Zatoka,1391,2019-12-14T02:09:28.002Z,2019-12-14T02:09:28.002Z
52,JlBx6xYNEC,"{'__type': 'GeoPoint', 'latitude': 49.66357, 'longitude': 25.77616}",687455,Zbarazh,12736,2019-12-14T02:09:28.002Z,2019-12-14T02:09:28.002Z
53,Fy7bLegAur,"{'__type': 'GeoPoint', 'latitude': 48.52307, 'longitude': 25.84369}",687578,Zastavna,8536,2019-12-14T02:09:28.002Z,2019-12-14T02:09:28.002Z
54,yWQRq3qujv,"{'__type': 'GeoPoint', 'latitude': 45.9908, 'longitude': 29.69672}",687602,Zorya,5243,2019-12-14T02:09:28.002Z,2019-12-14T02:09:28.002Z
55,fTB35JJfwx,"{'__type': 'GeoPoint', 'latitude': 51.8126, 'longitude': 26.12902}",687652,Zarichne,6671,2019-12-14T02:09:28.002Z,2019-12-14T02:09:28.002Z
56,3sdc65kyFw,"{'__type': 'GeoPoint', 'latitude': 44.85048, 'longitude': 34.26426}",687656,Zarechnoye,2022,2019-12-14T02:09:28.002Z,2019-12-14T02:09:28.002Z
57,i2nRp7pvlQ,"{'__type': 'GeoPoint', 'latitude': 45.15816, 'longitude': 33.27866}",687726,Zaozyornoye,4332,2019-12-14T02:09:28.002Z,2019-12-14T02:09:28.002Z
58,nDqolO5b4m,"{'__type': 'GeoPoint', 'latitude': 47.82289, 'longitude': 35.19031}",687700,Zaporizhia,796217,2019-12-14T02:09:28.002Z,2019-12-14T02:09:28.002Z
59,X9kTeEFDBk,"{'__type': 'GeoPoint', 'latitude': 45.73636, 'longitude': 34.48345}",687655,Zarechnoye,1820,2019-12-14T02:09:28.002Z,2019-12-14T02:09:28.002Z
60,ZDmlszt3eN,"{'__type': 'GeoPoint', 'latitude': 46.11667, 'longitude': 32.28333}",687790,Zheleznyy Port,1528,2019-12-14T02:09:31.401Z,2019-12-14T02:09:31.401Z
61,L5GFxMfLT7,"{'__type': 'GeoPoint', 'latitude': 45.7489, 'longitude': 28.61466}",687797,Zaliznychne,3343,2019-12-14T02:09:31.401Z,2019-12-14T02:09:31.401Z
62,yUgU6lRUol,"{'__type': 'GeoPoint', 'latitude': 48.91836, 'longitude': 24.65275}",687872,Zahvizdya,3546,2019-12-14T02:09:31.401Z,2019-12-14T02:09:31.401Z
63,ucx6AH84UV,"{'__type': 'GeoPoint', 'latitude': 47.65238, 'longitude': 36.16524}",687796,Zaliznychne,1206,2019-12-14T02:09:31.401Z,2019-12-14T02:09:31.401Z
64,ubAgnEBHmY,"{'__type': 'GeoPoint', 'latitude': 48.03104, 'longitude': 38.80934}",687824,Zalesnoye,2539,2019-12-14T02:09:31.401Z,2019-12-14T02:09:31.401Z
65,3WPE4ZIPeF,"{'__type': 'GeoPoint', 'latitude': 48.73748, 'longitude': 36.01987}",688022,Yur”yivka,0,2019-12-14T02:09:31.401Z,2019-12-14T02:09:31.401Z
66,1cBBudpt5s,"{'__type': 'GeoPoint', 'latitude': 49.19385, 'longitude': 35.23943}",687933,Zachepylivka,4217,2019-12-14T02:09:31.401Z,2019-12-14T02:09:31.401Z
67,WEzml3rKIj,"{'__type': 'GeoPoint', 'latitude': 49.01256, 'longitude': 31.10125}",688052,Yurkivka,2887,2019-12-14T02:09:31.401Z,2019-12-14T02:09:31.401Z
68,Qe5xmGgVvC,"{'__type': 'GeoPoint', 'latitude': 49.11944, 'longitude': 26.33756}",687841,Zakupne,1398,2019-12-14T02:09:31.401Z,2019-12-14T02:09:31.401Z
69,1YmDzxCwNi,"{'__type': 'GeoPoint', 'latitude': 45.20091, 'longitude': 33.36655}",688105,Yevpatoriya,106202,2019-12-14T02:09:31.401Z,2019-12-14T02:09:31.401Z
70,ABGBHP7fWr,"{'__type': 'GeoPoint', 'latitude': 46.62211, 'longitude': 31.10131}",687997,Yuzhne,25000,2019-12-14T02:09:31.401Z,2019-12-14T02:09:31.401Z
71,4406KCL2de,"{'__type': 'GeoPoint', 'latitude': 48.04878, 'longitude': 28.89234}",687901,Zagnitkiv,4000,2019-12-14T02:09:31.401Z,2019-12-14T02:09:31.401Z
72,uno9bb55Gb,"{'__type': 'GeoPoint', 'latitude': 49.79188, 'longitude': 25.37297}",687787,Zaliztsi,2612,2019-12-14T02:09:31.401Z,2019-12-14T02:09:31.401Z
73,p9MCwF0YIa,"{'__type': 'GeoPoint', 'latitude': 50.87349, 'longitude': 27.80604}",688154,Yemil’chyne,0,2019-12-14T02:09:31.401Z,2019-12-14T02:09:31.401Z
74,ZUYhOu3mDw,"{'__type': 'GeoPoint', 'latitude': 48.47054, 'longitude': 25.28571}",687965,Zabolotiv,4029,2019-12-14T02:09:31.401Z,2019-12-14T02:09:31.401Z
75,zUaCKpuRi9,"{'__type': 'GeoPoint', 'latitude': 45.53287, 'longitude': 34.89624}",688156,Yemelyanovka,1374,2019-12-14T02:09:31.401Z,2019-12-14T02:09:31.401Z
76,kGR6ZipSwR,"{'__type': 'GeoPoint', 'latitude': 48.64331, 'longitude': 25.73794}",687826,Zalishchyky,9749,2019-12-14T02:09:31.401Z,2019-12-14T02:09:31.401Z
77,kxEGBNvdOA,"{'__type': 'GeoPoint', 'latitude': 48.99062, 'longitude': 30.98818}",688127,Yerky,4159,2019-12-14T02:09:31.401Z,2019-12-14T02:09:31.401Z
78,GSErxs7SYf,"{'__type': 'GeoPoint', 'latitude': 48.23331, 'longitude': 38.21137}",688148,Yenakiyeve,104101,2019-12-14T02:09:31.401Z,2019-12-14T02:09:31.401Z
79,6XXb8UPVRv,"{'__type': 'GeoPoint', 'latitude': 45.85364, 'longitude': 34.48644}",688122,Yermakovo,909,2019-12-14T02:09:31.401Z,2019-12-14T02:09:31.401Z
80,dQ8OaCqikX,"{'__type': 'GeoPoint', 'latitude': 48.27937, 'longitude': 24.36042}",688365,Yasinya,7708,2019-12-14T02:09:33.486Z,2019-12-14T02:09:33.486Z
81,yNvW4mUNmi,"{'__type': 'GeoPoint', 'latitude': 49.93864, 'longitude': 23.38254}",688288,Yavoriv,13008,2019-12-14T02:09:33.486Z,2019-12-14T02:09:33.486Z
82,T6M8cQd8Ld,"{'__type': 'GeoPoint', 'latitude': 45.09801, 'longitude': 34.9577}",688327,L’govskoye,1605,2019-12-14T02:09:33.486Z,2019-12-14T02:09:33.486Z
83,0cSILvWdtv,"{'__type': 'GeoPoint', 'latitude': 47.69682, 'longitude': 31.85253}",688221,Yelanets’,0,2019-12-14T02:09:33.486Z,2019-12-14T02:09:33.486Z
84,GoqqzVZ8IN,"{'__type': 'GeoPoint', 'latitude': 45.6912, 'longitude': 34.26323}",688449,Yarkoye,1807,2019-12-14T02:09:33.486Z,2019-12-14T02:09:33.486Z
85,QaWLtadkDa,"{'__type': 'GeoPoint', 'latitude': 48.2424, 'longitude': 28.28195}",688507,Yampil’,0,2019-12-14T02:09:33.486Z,2019-12-14T02:09:33.486Z
86,BotfkDozTJ,"{'__type': 'GeoPoint', 'latitude': 48.80381, 'longitude': 32.4046}",688191,Yelyzavethradka,1673,2019-12-14T02:09:33.486Z,2019-12-14T02:09:33.486Z
87,aefL7JHq2u,"{'__type': 'GeoPoint', 'latitude': 48.98972, 'longitude': 24.7075}",688512,Yamnytsya,3223,2019-12-14T02:09:33.486Z,2019-12-14T02:09:33.486Z
88,hacImgHDUq,"{'__type': 'GeoPoint', 'latitude': 49.19236, 'longitude': 26.83725}",688440,Yarmolyntsi,8583,2019-12-14T02:09:33.486Z,2019-12-14T02:09:33.486Z
89,92Xe0uobcq,"{'__type': 'GeoPoint', 'latitude': 48.45157, 'longitude': 24.55436}",688455,Yaremche,7558,2019-12-14T02:09:33.486Z,2019-12-14T02:09:33.486Z
90,k3mG96Ry8H,"{'__type': 'GeoPoint', 'latitude': 45.61293, 'longitude': 34.31834}",688445,Yarkoye Pole,948,2019-12-14T02:09:33.486Z,2019-12-14T02:09:33.486Z
91,YEg4cIKq5o,"{'__type': 'GeoPoint', 'latitude': 46.96279, 'longitude': 37.27365}",688532,Yalta,5519,2019-12-14T02:09:33.486Z,2019-12-14T02:09:33.486Z
92,OBVOzD4Aql,"{'__type': 'GeoPoint', 'latitude': 44.50218, 'longitude': 34.16624}",688533,Yalta,77003,2019-12-14T02:09:33.486Z,2019-12-14T02:09:33.486Z
93,WapO071iEE,"{'__type': 'GeoPoint', 'latitude': 48.40418, 'longitude': 24.93874}",688625,Yabluniv,1798,2019-12-14T02:09:33.486Z,2019-12-14T02:09:33.486Z
94,JqwWV38SHi,"{'__type': 'GeoPoint', 'latitude': 47.56851, 'longitude': 34.88096}",688663,Vyshchetarasivka,3651,2019-12-14T02:09:33.486Z,2019-12-14T02:09:33.486Z
95,CrYVltwHW0,"{'__type': 'GeoPoint', 'latitude': 48.1298, 'longitude': 37.8594}",688373,Yasynuvata,37600,2019-12-14T02:09:33.486Z,2019-12-14T02:09:33.486Z
96,EZ0l5QtbfY,"{'__type': 'GeoPoint', 'latitude': 48.94248, 'longitude': 25.74375}",688602,Yahil’nytsya,1314,2019-12-14T02:09:33.486Z,2019-12-14T02:09:33.486Z
97,MyZdi9K3dm,"{'__type': 'GeoPoint', 'latitude': 51.94765, 'longitude': 33.78759}",688501,Yampil’,7200,2019-12-14T02:09:33.486Z,2019-12-14T02:09:33.486Z
98,k387crFYIV,"{'__type': 'GeoPoint', 'latitude': 48.31742, 'longitude': 24.48448}",688637,Yablunytsya,1986,2019-12-14T02:09:33.486Z,2019-12-14T02:09:33.486Z
99,SooEGXiOWo,"{'__type': 'GeoPoint', 'latitude': 50.27975, 'longitude': 31.76246}",688587,Yahotyn,22779,2019-12-14T02:09:33.486Z,2019-12-14T02:09:33.486Z
100,RQe0kJuoSZ,"{'__type': 'GeoPoint', 'latitude': 49.89156, 'longitude': 36.12175}",688696,Vysokyy,10988,2019-12-14T02:09:35.970Z,2019-12-14T02:09:35.970Z
101,acMZuiJrst,"{'__type': 'GeoPoint', 'latitude': 47.86195, 'longitude': 30.59195}",688846,Vradiyivka,9578,2019-12-14T02:09:35.970Z,2019-12-14T02:09:35.970Z
102,lbTqAZMogC,"{'__type': 'GeoPoint', 'latitude': 45.71373, 'longitude': 34.36256}",688732,Dneprovka,2068,2019-12-14T02:09:35.970Z,2019-12-14T02:09:35.970Z
103,Aj5EhCuVGW,"{'__type': 'GeoPoint', 'latitude': 49.82372, 'longitude': 36.50264}",688805,Vvedenka,2628,2019-12-14T02:09:35.970Z,2019-12-14T02:09:35.970Z
104,QxZVd5XjNt,"{'__type': 'GeoPoint', 'latitude': 45.40214, 'longitude': 29.58595}",688750,Vylkove,8916,2019-12-14T02:09:35.970Z,2019-12-14T02:09:35.970Z
105,nPrVYxSGFK,"{'__type': 'GeoPoint', 'latitude': 45.51222, 'longitude': 33.87482}",688903,Voykovo,1694,2019-12-14T02:09:35.970Z,2019-12-14T02:09:35.970Z
106,zACAB2BFxf,"{'__type': 'GeoPoint', 'latitude': 46.87165, 'longitude': 35.46458}",688865,Voznesenka,4917,2019-12-14T02:09:35.970Z,2019-12-14T02:09:35.970Z
107,504V01cw1m,"{'__type': 'GeoPoint', 'latitude': 45.38329, 'longitude': 36.43739}",688904,Voykovo,4284,2019-12-14T02:09:35.970Z,2019-12-14T02:09:35.970Z
108,PaCjMxvIKb,"{'__type': 'GeoPoint', 'latitude': 50.58476, 'longitude': 30.4898}",688723,Vyshhorod,22080,2019-12-14T02:09:35.970Z,2019-12-14T02:09:35.970Z
109,FdRWVHa5Je,"{'__type': 'GeoPoint', 'latitude': 48.04911, 'longitude': 23.42113}",688717,Vyshkovo,7838,2019-12-14T02:09:35.970Z,2019-12-14T02:09:35.970Z
110,7j9lPxUo4A,"{'__type': 'GeoPoint', 'latitude': 49.55135, 'longitude': 23.10579}",688878,Voyutychi,2099,2019-12-14T02:09:35.970Z,2019-12-14T02:09:35.970Z
111,46FN6AUGM0,"{'__type': 'GeoPoint', 'latitude': 48.10915, 'longitude': 22.83865}",688749,Vylok,3292,2019-12-14T02:09:35.970Z,2019-12-14T02:09:35.970Z
112,TnhlFJF6Cj,"{'__type': 'GeoPoint', 'latitude': 50.22235, 'longitude': 30.89967}",689017,Voronkov,4000,2019-12-14T02:09:35.970Z,2019-12-14T02:09:35.970Z
113,bbCk3deQbp,"{'__type': 'GeoPoint', 'latitude': 49.10954, 'longitude': 28.68078}",689003,Voronovytsya,6389,2019-12-14T02:09:35.970Z,2019-12-14T02:09:35.970Z
114,DTnNCZcoCR,"{'__type': 'GeoPoint', 'latitude': 51.17334, 'longitude': 34.21917}",688961,Vorozhba,7915,2019-12-14T02:09:35.970Z,2019-12-14T02:09:35.970Z
115,ZJA9E2vYsG,"{'__type': 'GeoPoint', 'latitude': 47.49187, 'longitude': 33.53061}",688689,Vysokopillya,4542,2019-12-14T02:09:35.970Z,2019-12-14T02:09:35.970Z
116,7G3pW036x6,"{'__type': 'GeoPoint', 'latitude': 48.28459, 'longitude': 24.56536}",689037,Vorokhta,3853,2019-12-14T02:09:35.970Z,2019-12-14T02:09:35.970Z
117,0OwD8eeDlO,"{'__type': 'GeoPoint', 'latitude': 48.14135, 'longitude': 23.02666}",688746,Vynohradiv,27600,2019-12-14T02:09:35.970Z,2019-12-14T02:09:35.970Z
118,OzBYXWxrjX,"{'__type': 'GeoPoint', 'latitude': 47.56494, 'longitude': 31.33078}",688860,Voznesensk,42248,2019-12-14T02:09:35.970Z,2019-12-14T02:09:35.970Z
119,4acpHN90yK,"{'__type': 'GeoPoint', 'latitude': 50.5444, 'longitude': 30.15305}",688956,Vorzel’,8500,2019-12-14T02:09:35.970Z,2019-12-14T02:09:35.970Z
120,f3LEczY7tG,"{'__type': 'GeoPoint', 'latitude': 48.7109, 'longitude': 23.1851}",689106,Volovets,5177,2019-12-14T02:09:38.038Z,2019-12-14T02:09:38.038Z
121,DbTWB8d2RF,"{'__type': 'GeoPoint', 'latitude': 50.29078, 'longitude': 36.94108}",689304,Vovchans’k,19486,2019-12-14T02:09:38.038Z,2019-12-14T02:09:38.038Z
122,viSzriWzPL,"{'__type': 'GeoPoint', 'latitude': 47.60103, 'longitude': 37.49674}",689198,Volnovakha,23731,2019-12-14T02:09:38.038Z,2019-12-14T02:09:38.038Z
123,QQ4mFV0FaG,"{'__type': 'GeoPoint', 'latitude': 49.52484, 'longitude': 29.91222}",689157,Volodarka,7355,2019-12-14T02:09:38.038Z,2019-12-14T02:09:38.038Z
124,IPHB4S7Lgx,"{'__type': 'GeoPoint', 'latitude': 48.19225, 'longitude': 25.93074}",689144,Voloka,2915,2019-12-14T02:09:38.038Z,2019-12-14T02:09:38.038Z
125,IADaA2lHm5,"{'__type': 'GeoPoint', 'latitude': 47.20533, 'longitude': 37.32139}",689151,Volodars’ke,0,2019-12-14T02:09:38.038Z,2019-12-14T02:09:38.038Z
126,P6THuRAUXA,"{'__type': 'GeoPoint', 'latitude': 50.59764, 'longitude': 28.443}",689150,Khoroshiv,0,2019-12-14T02:09:38.038Z,2019-12-14T02:09:38.038Z
127,Xh0JkgqHHC,"{'__type': 'GeoPoint', 'latitude': 47.48746, 'longitude': 34.49235}",689321,Vodyane,5685,2019-12-14T02:09:38.038Z,2019-12-14T02:09:38.038Z
128,YL67wHwAIQ,"{'__type': 'GeoPoint', 'latitude': 45.32895, 'longitude': 33.24654}",689041,Vorobyovo,1085,2019-12-14T02:09:38.038Z,2019-12-14T02:09:38.038Z
129,P44Z21eqmd,"{'__type': 'GeoPoint', 'latitude': 47.63645, 'longitude': 34.81387}",689190,Vil’ne,5432,2019-12-14T02:09:38.038Z,2019-12-14T02:09:38.038Z
130,fg1eSChJyo,"{'__type': 'GeoPoint', 'latitude': 50.85253, 'longitude': 24.32364}",689378,Volodymyr-Volynskyi,38256,2019-12-14T02:09:38.038Z,2019-12-14T02:09:38.038Z
131,V3CapNMy5Y,"{'__type': 'GeoPoint', 'latitude': 49.53748, 'longitude': 26.21568}",689159,Volochysk,0,2019-12-14T02:09:38.038Z,2019-12-14T02:09:38.038Z
132,DRL3k0oSuv,"{'__type': 'GeoPoint', 'latitude': 45.8699, 'longitude': 33.99138}",689307,Voinka,4089,2019-12-14T02:09:38.038Z,2019-12-14T02:09:38.038Z
133,DoNHm3kAxr,"{'__type': 'GeoPoint', 'latitude': 51.4213, 'longitude': 26.14469}",689428,Volodymyrets’,8537,2019-12-14T02:09:38.038Z,2019-12-14T02:09:38.038Z
134,xtgOwDtBzF,"{'__type': 'GeoPoint', 'latitude': 45.14509, 'longitude': 34.59691}",689492,Vishennoye,1753,2019-12-14T02:09:38.038Z,2019-12-14T02:09:38.038Z
135,KULhXnJ6oN,"{'__type': 'GeoPoint', 'latitude': 45.16828, 'longitude': 35.37658}",689374,Vladislavovka,3324,2019-12-14T02:09:38.038Z,2019-12-14T02:09:38.038Z
136,V6USfG9h15,"{'__type': 'GeoPoint', 'latitude': 48.43611, 'longitude': 33.91556}",689488,Vyshneve,2467,2019-12-14T02:09:38.038Z,2019-12-14T02:09:38.038Z
137,9yiWoec07L,"{'__type': 'GeoPoint', 'latitude': 50.38913, 'longitude': 30.3705}",689487,Vyshneve,33183,2019-12-14T02:09:38.038Z,2019-12-14T02:09:38.038Z
138,jBMlpwNRnO,"{'__type': 'GeoPoint', 'latitude': 48.24801, 'longitude': 25.19452}",689434,Vyzhnytsya,4834,2019-12-14T02:09:38.038Z,2019-12-14T02:09:38.038Z
